State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
TX,48,24060,Hurst-Euless-Bedford Independent School District,"167,064","27,051","3,300"
TX,48,24100,Hutto Independent School District,"51,514","9,898",715
TX,48,24120,Idalou Independent School District,"3,831",841,83
TX,48,24150,Industrial Independent School District,"4,618",997,105
TX,48,24180,Ingleside Independent School District,"10,456","2,075",482
TX,48,24210,Ingram Independent School District,"8,655","1,215",207
TX,48,24240,Iola Independent School District,"3,431",567,61
TX,48,24260,Iowa Park Consolidated Independent School District,"13,930","1,993",266
TX,48,24300,Ira Independent School District,587,129,7
TX,48,24330,Iraan-Sheffield Collegiate Independent School District,"1,362",291,96
TX,48,24360,Iredell Independent School District,960,167,31
TX,48,30360,Irion County Independent School District,"1,549",264,25
TX,48,24420,Irving Independent School District,"192,332","34,522","6,225"
TX,48,24450,Italy Independent School District,"3,511",646,71
TX,48,24480,Itasca Independent School District,"4,053",825,164
TX,48,24530,Jacksboro Independent School District,"6,582","1,118",190
TX,48,24590,Jacksonville Independent School District,"25,864","4,926","1,430"
TX,48,24600,Jarrell Independent School District,"19,018","2,705",238
TX,48,24630,Jasper Independent School District,"14,820","2,509",629
TX,48,24660,Jayton-Girard Independent School District,690,131,19
TX,48,24730,Jefferson Independent School District,"8,828","1,212",392
TX,48,24750,Jim Hogg County Independent School District,"4,720","1,044",354
TX,48,24780,Jim Ned Consolidated Independent School District,"7,066","1,527",78
TX,48,24810,Joaquin Independent School District,"3,371",598,119
TX,48,24840,Johnson City Independent School District,"6,732",742,111
TX,48,24900,Jonesboro Independent School District,"1,421",239,52
TX,48,24930,Joshua Independent School District,"33,086","6,803",830
TX,48,24960,Jourdanton Independent School District,"6,845","1,343",193
TX,48,24990,Judson Independent School District,"153,099","29,922","5,131"
TX,48,25020,Junction Independent School District,"4,062",554,193
TX,48,25110,Karnack Independent School District,"2,237",235,48
TX,48,25140,Karnes City Independent School District,"5,498",890,245
TX,48,25170,Katy Independent School District,"411,708","92,820","9,252"
TX,48,25200,Kaufman Independent School District,"24,437","4,938",806
TX,48,25230,Keene Independent School District,"5,924","1,026",184
TX,48,25260,Keller Independent School District,"190,909","40,391","2,630"
TX,48,25290,Kelton Independent School District,167,30,6
TX,48,25320,Kemp Independent School District,"13,052","2,354",433
TX,48,25410,Kenedy County-Wide Common School District,338,42,7
TX,48,25440,Kenedy Independent School District,"6,513",766,197
TX,48,25470,Kennard Independent School District,"2,012",308,74
TX,48,25500,Kennedale Independent School District,"22,635","4,429",529
TX,48,25530,Kerens Independent School District,"3,995",714,147
TX,48,25560,Kermit Independent School District,"6,490","1,358",229
TX,48,25590,Kerrville Independent School District,"36,808","4,957",947
TX,48,25620,Kilgore Independent School District,"21,684","4,271",793
TX,48,25660,Killeen Independent School District,"240,400","48,496","8,705"
TX,48,25680,Kingsville Independent School District,"24,702","4,294","1,298"
TX,48,25710,Kirbyville Consolidated Independent School District,"7,265","1,339",300
TX,48,25740,Klein Independent School District,"282,801","58,347","8,546"
TX,48,25790,Klondike Independent School District,537,108,17
TX,48,25800,Knippa Independent School District,871,186,103
TX,48,25870,Knox City-O'Brien Consolidated Independent School District,"1,399",264,83
TX,48,25890,Kopperl Independent School District,"2,133",318,75
TX,48,25920,Kountze Independent School District,"8,067","1,418",217
TX,48,25950,Kress Independent School District,"1,061",190,35
TX,48,25980,Krum Independent School District,"11,488","2,176",106
TX,48,26040,La Feria Independent School District,"14,892","3,023",736
TX,48,26070,La Gloria Independent School District,293,73,20
TX,48,26100,La Grange Independent School District,"12,507","2,042",317
TX,48,26130,La Joya Independent School District,"108,838","27,091","10,705"
TX,48,26190,La Porte Independent School District,"45,185","8,353",997
TX,48,26250,La Pryor Independent School District,"1,435",307,152
TX,48,26280,La Vega Independent School District,"14,865","2,758",772
TX,48,26310,La Vernia Independent School District,"19,681","3,801",346
TX,48,26340,La Villa Independent School District,"3,689",569,266
TX,48,26220,LaPoyner Independent School District,"2,682",437,88
TX,48,26370,Lackland Independent School District,"10,751",586,30
TX,48,26400,Lago Vista Independent School District,"12,912","1,692",107
TX,48,26430,Lake Dallas Independent School District,"27,620","4,656",299
TX,48,26470,Lake Travis Independent School District,"65,536","11,942",418
TX,48,26490,Lake Worth Independent School District,"19,833","3,867",845
TX,48,26580,Lamar Consolidated Independent School District,"214,415","41,769","4,110"
TX,48,26610,Lamesa Independent School District,"10,900","1,884",474
TX,48,26640,Lampasas Independent School District,"22,912","3,692",567
TX,48,26670,Lancaster Independent School District,"42,040","9,046","1,696"
TX,48,26700,Laneville Independent School District,"1,594",256,43
TX,48,26790,Laredo Independent School District,"82,824","17,720","7,406"
TX,48,26850,Lasara Independent School District,"1,245",233,89
TX,48,26910,Latexo Independent School District,"1,993",291,72
TX,48,26970,Lazbuddie Independent School District,596,121,21
TX,48,27000,Leakey Independent School District,"2,035",279,87
TX,48,27030,Leander Independent School District,"242,321","46,583","2,256"
TX,48,27060,Leary Independent School District,868,186,30
TX,48,27090,Lefors Independent School District,532,115,20
TX,48,27120,Leggett Independent School District,"1,256",244,68
TX,48,27180,Leon Independent School District,"3,797",665,167
TX,48,27210,Leonard Independent School District,"4,377",895,136
TX,48,27240,Levelland Independent School District,"15,247","2,950",666
TX,48,27270,Leveretts Chapel Independent School District,894,182,43
TX,48,27300,Lewisville Independent School District,"354,085","59,214","3,171"
TX,48,27330,Lexington Independent School District,"6,464",975,145
TX,48,27420,Liberty Hill Independent School District,"30,143","6,406",254
TX,48,27450,Liberty Independent School District,"13,350","2,835",493
TX,48,27390,Liberty-Eylau Independent School District,"14,139","2,420",532
TX,48,27510,Lindale Independent School District,"24,688","4,965",571
TX,48,27540,Linden-Kildare Consolidated Independent School District,"5,181",773,170
TX,48,27570,Lindsay Independent School District,"2,279",430,24
TX,48,27600,Lingleville Independent School District,"1,341",246,44
TX,48,27630,Lipan Independent School District,"2,309",412,59
TX,48,27690,Little Cypress-Mauriceville Consolidated Independent School District,"18,966","3,753",551
TX,48,27720,Little Elm Independent School District,"58,507","9,799",629
TX,48,27750,Littlefield Independent School District,"6,347","1,259",370
TX,48,27780,Livingston Independent School District,"34,587","5,009","1,331"
TX,48,27810,Llano Independent School District,"20,365","2,343",478
TX,48,27870,Lockhart Independent School District,"34,339","6,023","1,214"
TX,48,27890,Lockney Independent School District,"1,814",339,83
TX,48,27930,Lohn Independent School District,219,19,4
TX,48,27960,Lometa Independent School District,"1,624",323,74
TX,48,27990,London Independent School District,"3,110",839,37
TX,48,28020,Lone Oak Independent School District,"5,936","1,182",128
TX,48,28110,Longview Independent School District,"58,625","9,863","2,506"
TX,48,28140,Loop Independent School District,395,95,19
TX,48,28170,Loraine Independent School District,834,141,31
TX,48,28200,Lorena Independent School District,"8,364","1,736",136
TX,48,28230,Lorenzo Independent School District,"1,284",254,72
TX,48,28290,Los Fresnos Consolidated Independent School District,"51,290","11,704","2,634"
TX,48,28350,Louise Independent School District,"2,244",405,63
TX,48,28380,Lovejoy Independent School District,"17,669","4,149",89
TX,48,28410,Lovelady Independent School District,"5,290",519,94
TX,48,28500,Lubbock Independent School District,"192,689","30,052","7,271"
TX,48,15180,Lubbock-Cooper Independent School District,"38,948","8,103",785
TX,48,28530,Lueders-Avoca Independent School District,805,139,23
TX,48,28550,Lufkin Independent School District,"46,162","8,347","2,347"
TX,48,28590,Luling Independent School District,"8,806","1,429",286
TX,48,13530,Lumberton Independent School District,"22,406","4,481",486
TX,48,28620,Lyford Consolidated Independent School District,"5,833","1,147",407
TX,48,28650,Lytle Independent School District,"8,386","1,725",447
TX,48,28680,Mabank Independent School District,"23,870","3,882",835
TX,48,28710,Madisonville Consolidated Independent School District,"13,370","2,114",532
TX,48,28740,Magnolia Independent School District,"82,136","16,144","1,957"
TX,48,28780,Malakoff Independent School District,"9,866","1,272",285
TX,48,28800,Malone Independent School District,605,96,20
TX,48,28830,Malta Independent School District,593,97,8
TX,48,28890,Manor Independent School District,"66,063","11,392","1,563"
TX,48,28920,Mansfield Independent School District,"181,725","39,292","3,920"
TX,48,28980,Marathon Independent School District,491,57,16
TX,48,29010,Marble Falls Independent School District,"28,951","4,267",664
TX,48,29040,Marfa Independent School District,"2,194",289,75
TX,48,29100,Marion Independent School District,"9,427","1,547",143
TX,48,29130,Marlin Independent School District,"8,895","1,215",410
TX,48,29160,Marshall Independent School District,"34,419","5,728","1,679"
TX,48,29190,Mart Independent School District,"3,315",708,173
TX,48,29220,Martins Mill Independent School District,"2,379",400,60
TX,48,29250,Martinsville Independent School District,"1,181",234,39
TX,48,29280,Mason Independent School District,"4,060",576,117
TX,48,29370,Matagorda Independent School District,781,61,11
TX,48,29400,Mathis Independent School District,"8,618","1,524",533
TX,48,29460,Maud Independent School District,"2,093",400,47
TX,48,29520,May Independent School District,"2,262",268,45
TX,48,29580,Maypearl Independent School District,"6,774","1,344",67
TX,48,29670,McAllen Independent School District,"122,985","23,410","8,650"
TX,48,29700,McCamey Independent School District,"2,110",449,101
TX,48,29760,McDade Independent School District,"2,095",375,50
TX,48,29820,McGregor Independent School District,"6,554","1,305",232
TX,48,29850,McKinney Independent School District,"151,782","28,431","2,001"
TX,48,29880,McLean Independent School District,923,155,44
TX,48,29910,McLeod Independent School District,709,126,31
TX,48,29940,McMullen County Independent School District,568,96,18
TX,48,30000,Meadow Independent School District,818,189,42
TX,48,30030,Medina Independent School District,"2,151",245,71
TX,48,30060,Medina Valley Independent School District,"37,172","7,111",793
TX,48,30120,Melissa Independent School District,"19,808","4,611",155
TX,48,30180,Memphis Independent School District,"2,452",415,136
TX,48,30210,Menard Independent School District,"1,906",275,92
TX,48,30250,Mercedes Independent School District,"21,375","5,116","1,995"
TX,48,30300,Meridian Independent School District,"2,638",411,79
TX,48,30340,Merkel Independent School District,"6,686","1,253",191
TX,48,30390,Mesquite Independent School District,"183,662","40,294","8,086"
TX,48,30420,Mexia Independent School District,"10,992","1,971",440
TX,48,30450,Meyersville Independent School District,"1,228",244,36
TX,48,30480,Miami Independent School District,802,153,18
TX,48,30570,Midland Independent School District,"165,950","34,164","4,987"
TX,48,30600,Midlothian Independent School District,"56,628","12,188",522
TX,48,30640,Midway Independent School District,"51,793","9,188",813
TX,48,30660,Midway Independent School District,909,138,23
TX,48,30690,Milano Independent School District,"2,020",352,52
TX,48,30720,Mildred Independent School District,"3,925",712,89
TX,48,30750,Miles Independent School District,"1,731",329,34
TX,48,30780,Milford Independent School District,"1,588",299,40
TX,48,30810,Miller Grove Independent School District,"1,647",287,43
TX,48,30870,Millsap Independent School District,"5,404",889,91
TX,48,30930,Mineola Independent School District,"10,726","1,773",404
TX,48,30950,Mineral Wells Independent School District,"20,676","3,835",977
TX,48,31040,Mission Consolidated Independent School District,"67,489","14,918","5,829"
TX,48,31170,Monahans-Wickett-Pyote Independent School District,"10,205","2,141",395
TX,48,31200,Montague Independent School District,563,71,12
TX,48,31230,Monte Alto Independent School District,"4,449","1,082",469
TX,48,31260,Montgomery Independent School District,"58,887","10,753",959
TX,48,31290,Moody Independent School District,"4,802",863,129
TX,48,31320,Moran Independent School District,472,79,17
TX,48,31380,Morgan Independent School District,"1,040",152,40
TX,48,31410,Morgan Mill Independent School District,"1,010",165,56
TX,48,31470,Morton Independent School District,"1,874",338,116
TX,48,31500,Motley County Independent School District,"1,027",151,44
TX,48,31560,Moulton Independent School District,"2,064",328,50
TX,48,31620,Mount Calm Independent School District,845,174,31
TX,48,31650,Mount Enterprise Independent School District,"1,714",318,57
TX,48,31760,Mount Pleasant Independent School District,"23,734","4,929","1,080"
TX,48,31770,Mount Vernon Independent School District,"9,104","1,444",298
TX,48,31860,Muenster Independent School District,"3,044",588,36
TX,48,31890,Muleshoe Independent School District,"6,380","1,358",294
TX,48,31920,Mullin Independent School District,783,110,37
TX,48,31950,Mumford Independent School District,228,40,8
TX,48,31970,Munday Consolidated Independent School District,"1,721",375,113
TX,48,32010,Murchison Independent School District,909,167,28
TX,48,32090,Nacogdoches Independent School District,"46,934","7,594","2,023"
TX,48,32130,Natalia Independent School District,"6,589","1,143",254
TX,48,32160,Navarro Independent School District,"10,823","2,052",165
TX,48,32190,Navasota Independent School District,"23,548","3,832",818
TX,48,32220,Nazareth Independent School District,733,173,23
TX,48,32250,Neches Independent School District,"1,502",302,96
TX,48,32280,Nederland Independent School District,"29,595","5,356",589
TX,48,32310,Needville Independent School District,"16,880","3,366",403
TX,48,32340,New Boston Independent School District,"7,179","1,317",236
TX,48,32370,New Braunfels Independent School District,"71,221","12,343","1,130"
TX,48,32400,New Caney Independent School District,"90,763","18,268","3,448"
TX,48,32430,New Deal Independent School District,"3,710",719,88
TX,48,32460,New Diana Independent School District,"5,050","1,046",118
TX,48,32490,New Home Independent School District,"1,234",293,22
TX,48,32610,New Summerfield Independent School District,"1,784",346,74
TX,48,32640,New Waverly Independent School District,"4,869",912,137
TX,48,32700,Newcastle Independent School District,"1,001",204,38
TX,48,32730,Newton Independent School District,"6,292","1,005",298
TX,48,32740,Nixon-Smiley Consolidated Independent School District,"4,979","1,025",244
TX,48,32790,Nocona Independent School District,"4,946",867,161
TX,48,32880,Nordheim Independent School District,787,131,18
TX,48,32910,Normangee Independent School District,"3,731",574,107
TX,48,32940,North East Independent School District,"450,655","77,085","10,995"
TX,48,32970,North Hopkins Independent School District,"2,463",486,71
TX,48,33010,North Lamar Independent School District,"18,442","3,238",668
TX,48,33030,North Zulch Independent School District,"1,849",353,57
TX,48,33090,Northside Independent School District,197,27,3
TX,48,33120,Northside Independent School District,"691,694","124,339","17,397"
TX,48,33180,Northwest Independent School District,"138,977","29,249","1,466"
TX,48,33240,Nueces Canyon Consolidated Independent School District,"1,297",162,68
TX,48,33270,Nursery Independent School District,"1,524",268,39
TX,48,33390,O'Donnell Independent School District,"1,022",207,61
TX,48,33340,Oakwood Independent School District,"1,107",181,43
TX,48,33360,Odem-Edroy Independent School District,"4,944",948,169
TX,48,33420,Oglesby Independent School District,"1,202",179,25
TX,48,33570,Olfen Independent School District,92,10,1
TX,48,33630,Olney Independent School District,"3,992",697,137
TX,48,33660,Olton Independent School District,"2,887",617,114
TX,48,33690,Onalaska Independent School District,"8,327","1,291",358
TX,48,33720,Orange Grove Independent School District,"7,296","1,572",313
TX,48,33780,Orangefield Independent School District,"8,607","1,826",193
TX,48,33840,Ore City Independent School District,"4,571",808,177
TX,48,33870,Overton Independent School District,"3,219",536,99
TX,48,33900,Paducah Independent School District,"1,275",198,61
TX,48,33960,Paint Creek Independent School District,384,57,22
TX,48,33980,Paint Rock Independent School District,647,76,24
TX,48,34020,Palacios Independent School District,"6,823","1,324",299
TX,48,34050,Palestine Independent School District,"20,885","3,791",771
TX,48,34110,Palmer Independent School District,"7,267","1,422",134
TX,48,34140,Palo Pinto Independent School District,"1,020",113,20
TX,48,34170,Pampa Independent School District,"19,339","3,712",748
TX,48,34230,Panhandle Independent School District,"3,285",624,66
TX,48,00007,Panther Creek Consolidated Independent School District,"1,068",124,28
TX,48,34260,Paradise Independent School District,"6,551","1,226",97
TX,48,34290,Paris Independent School District,"21,635","3,817","1,508"
TX,48,34320,Pasadena Independent School District,"261,120","53,133","13,345"
TX,48,34380,Patton Springs Independent School District,279,42,13
TX,48,34410,Pawnee Independent School District,620,89,12
TX,48,34440,Pearland Independent School District,"110,802","22,522","1,819"
TX,48,34470,Pearsall Independent School District,"11,613","2,151",578
TX,48,34500,Peaster Independent School District,"6,763","1,290",91
TX,48,34550,Pecos-Barstow-Toyah Independent School District,"11,599","2,340",536
TX,48,34560,Penelope Independent School District,648,101,15
TX,48,34630,Perrin-Whitt Consolidated Independent School District,"2,393",412,50
TX,48,34650,Perryton Independent School District,"9,545","2,137",308
TX,48,34680,Petersburg Independent School District,"1,208",230,33
TX,48,34710,Petrolia Consolidated Independent School District,"2,910",457,65
TX,48,34770,Pettus Independent School District,"1,537",265,58
TX,48,34800,Pewitt Consolidated Independent School District,"5,410",874,246
TX,48,34830,Pflugerville Independent School District,"176,485","30,285","3,402"
TX,48,34860,Pharr-San Juan-Alamo Independent School District,"137,158","30,898","12,433"
TX,48,34920,Pilot Point Independent School District,"9,977","1,671",168
TX,48,34980,Pine Tree Independent School District,"25,916","5,121","1,040"
TX,48,35010,Pittsburg Independent School District,"13,445","2,611",692
TX,48,35040,Plains Independent School District,"1,846",463,106
TX,48,35070,Plainview Independent School District,"25,164","4,870","1,502"
TX,48,35100,Plano Independent School District,"406,692","62,238","4,355"
TX,48,35130,Pleasant Grove Independent School District,"11,662","2,199",193
TX,48,35190,Pleasanton Independent School District,"19,713","3,816",732
TX,48,41580,Plemons-Stinnett-Phillips Consolidated Independent School District,"2,302",434,54
TX,48,35250,Point Isabel Independent School District,"13,006","1,908",509
TX,48,35310,Ponder Independent School District,"8,322","1,722",120
TX,48,35340,Poolville Independent School District,"4,028",673,99
TX,48,35370,Port Aransas Independent School District,"3,126",316,24
TX,48,35400,Port Arthur Independent School District,"52,790","10,619","3,023"
TX,48,35430,Port Neches-Groves Independent School District,"26,930","5,231",630
TX,48,35490,Post Independent School District,"4,379",673,170
TX,48,35520,Poteet Independent School District,"9,778","1,877",442
TX,48,35550,Poth Independent School District,"4,136",717,72
TX,48,35580,Pottsboro Independent School District,"9,976","1,560",171
TX,48,35700,Prairie Lea Independent School District,"1,428",199,21
TX,48,35730,Prairie Valley Independent School District,767,122,15
TX,48,35740,Prairiland Independent School District,"6,037","1,122",236
TX,48,35760,Premont Independent School District,"3,231",692,255
TX,48,35800,Presidio Independent School District,"3,601",884,365
TX,48,35820,Priddy Independent School District,345,35,7
TX,48,35850,Princeton Independent School District,"29,061","6,156",572
TX,48,35890,Pringle-Morse Consolidated Independent School District,335,70,7
TX,48,35910,Progreso Independent School District,"7,261","1,760",655
TX,48,36000,Prosper Independent School District,"84,344","20,443",444
TX,48,36180,Quanah Independent School District,"2,794",458,118
TX,48,36210,Queen City Independent School District,"4,923",820,191
TX,48,36240,Quinlan Independent School District,"21,482","3,634",574
TX,48,36300,Quitman Independent School District,"9,173","1,325",247
TX,48,36360,Rains Independent School District,"12,524","1,869",368
TX,48,36390,Ralls Independent School District,"1,867",392,146
TX,48,36420,Ramirez Common School District,186,21,10
TX,48,36450,Randolph Field Independent School District,"1,330",366,13
TX,48,36480,Ranger Independent School District,"2,875",426,131
TX,48,36510,Rankin Independent School District,999,205,28
TX,48,36540,Raymondville Independent School District,"12,216","2,040",671
TX,48,36570,Reagan County Independent School District,"3,141",656,99
TX,48,36630,Red Lick Independent School District,"2,909",596,38
TX,48,36660,Red Oak Independent School District,"36,489","7,372",731
TX,48,36750,Redwater Independent School District,"5,133",974,86
TX,48,36780,Refugio Independent School District,"3,677",679,194
TX,48,36930,Ricardo Independent School District,"3,580",719,135
TX,48,36970,Rice Consolidated Independent School District,"6,548","1,249",266
TX,48,36960,Rice Independent School District,"4,151","1,015",204
TX,48,36990,Richards Independent School District,"1,821",266,39
TX,48,37020,Richardson Independent School District,"239,765","41,739","5,984"
TX,48,37080,Richland Springs Independent School District,777,105,12
TX,48,37110,Riesel Independent School District,"2,331",451,67
TX,48,37140,Rio Grande City Grulla Independent School District,"40,857","10,015","3,379"
TX,48,37170,Rio Hondo Independent School District,"8,636","1,817",447
TX,48,37200,Rio Vista Independent School District,"5,101",959,121
TX,48,37230,Rising Star Independent School District,"1,298",189,45
TX,48,37260,River Road Independent School District,"6,524","1,218",167
TX,48,42120,Rivercrest Independent School District,"3,728",697,137
TX,48,37320,Riviera Independent School District,"1,596",245,73
TX,48,37380,Robert Lee Independent School District,"1,747",281,51
TX,48,37410,Robinson Independent School District,"12,116","2,384",221
TX,48,37440,Robstown Independent School District,"15,129","2,721",710
TX,48,37470,Roby Consolidated Independent School District,"1,307",248,45
TX,48,37500,Rochelle Independent School District,753,93,18
TX,48,37590,Rockdale Independent School District,"9,565","1,680",385
TX,48,08550,Rockport-Fulton Independent School District,"23,013","3,013",772
TX,48,00003,Rocksprings Independent School District,"1,172",189,72
TX,48,37650,Rockwall Independent School District,"105,568","21,488","1,252"
TX,48,37710,Rogers Independent School District,"4,220",868,99
TX,48,37740,Roma Independent School District,"24,236","5,615","2,232"
TX,48,37800,Roosevelt Independent School District,"5,470","1,056",212
TX,48,37830,Ropes Independent School District,"1,406",260,23
TX,48,37860,Roscoe Collegiate Independent School District,"1,704",380,50
TX,48,37900,Rosebud-Lott Independent School District,"4,724",846,140
TX,48,38040,Rotan Independent School District,"1,714",270,60
TX,48,38080,Round Rock Independent School District,"332,793","57,482","3,654"
TX,48,38100,Round Top-Carmine Independent School District,"1,947",218,26
TX,48,38190,Royal Independent School District,"13,466","2,525",542
TX,48,38220,Royse City Independent School District,"39,187","8,524",637
TX,48,38280,Rule Independent School District,803,119,36
TX,48,38310,Runge Independent School District,"1,272",268,100
TX,48,38360,Rusk Independent School District,"11,948","2,000",414
TX,48,38400,S and S Consolidated Independent School District,"6,170","1,066",110
TX,48,38430,Sabinal Independent School District,"2,114",353,153
TX,48,38460,Sabine Independent School District,"7,022","1,499",177
TX,48,38490,Sabine Pass Independent School District,325,22,1
TX,48,38520,Saint Jo Independent School District,"1,659",299,30
TX,48,38580,Salado Independent School District,"10,083","2,051",116
TX,48,38610,Saltillo Independent School District,"1,293",284,47
TX,48,38640,Sam Rayburn Independent School District,"2,680",424,58
TX,48,38700,San Angelo Independent School District,"100,351","16,830","2,951"
TX,48,38730,San Antonio Independent School District,"312,416","51,384","15,994"
TX,48,38760,San Augustine Independent School District,"4,844",750,235
TX,48,38790,San Benito Consolidated Independent School District,"44,504","9,956","3,896"
TX,48,38820,San Diego Independent School District,"5,948","1,104",501
TX,48,38850,San Elizario Independent School District,"14,566","3,303",891
TX,48,38900,San Felipe-Del Rio Consolidated Independent School District,"47,318","9,536","3,027"
TX,48,38910,San Isidro Independent School District,841,141,68
TX,48,38970,San Marcos Consolidated Independent School District,"94,769","10,434","1,554"
TX,48,39000,San Perlita Independent School District,997,152,38
TX,48,39030,San Saba Independent School District,"4,415",640,183
TX,48,39060,San Vicente Independent School District,173,9,1
TX,48,39120,Sands Consolidated Independent School District,614,143,40
TX,48,39150,Sanford-Fritch Independent School District,"4,520",726,87
TX,48,39180,Sanger Independent School District,"17,722","3,092",209
TX,48,39210,Santa Anna Independent School District,"1,564",299,71
TX,48,39270,Santa Fe Independent School District,"27,637","4,965",575
TX,48,39300,Santa Gertrudis Independent School District,196,31,5
TX,48,39330,Santa Maria Independent School District,"2,848",672,168
TX,48,39360,Santa Rosa Independent School District,"4,694","1,019",304
TX,48,39390,Santo Independent School District,"3,326",519,67
TX,48,39450,Savoy Independent School District,"1,914",297,43
TX,48,39480,Schertz-Cibolo-Universal City Independent School District,"89,352","17,726","1,316"
TX,48,39510,Schleicher Independent School District,"2,391",430,97
TX,48,39540,Schulenburg Independent School District,"5,127",762,95
TX,48,39570,Scurry-Rosser Independent School District,"6,266","1,255",138
TX,48,39600,Seagraves Independent School District,"2,739",599,130
TX,48,39630,Sealy Independent School District,"15,054","2,772",551
TX,48,39690,Seguin Independent School District,"51,157","7,712","1,242"
TX,48,39750,Seminole Independent School District,"19,466","5,105",988
TX,48,39780,Seymour Independent School District,"3,494",571,125
TX,48,39870,Shallowater Independent School District,"6,481","1,529",145
TX,48,39900,Shamrock Independent School District,"2,174",424,97
TX,48,39930,Sharyland Independent School District,"53,462","12,644","3,405"
TX,48,39960,Shelbyville Independent School District,"3,212",581,159
TX,48,39990,Sheldon Independent School District,"47,758","11,698","2,487"
TX,48,40020,Shepherd Independent School District,"9,882","1,860",451
TX,48,40080,Sherman Independent School District,"50,092","8,629","1,512"
TX,48,40110,Shiner Independent School District,"4,139",803,83
TX,48,40170,Sidney Independent School District,594,85,13
TX,48,40200,Sierra Blanca Independent School District,"1,452",50,20
TX,48,40230,Silsbee Independent School District,"17,294","3,111",663
TX,48,40290,Silverton Independent School District,976,148,31
TX,48,40320,Simms Independent School District,"5,685",492,53
TX,48,40350,Sinton Independent School District,"9,958","1,927",547
TX,48,40380,Sivells Bend Independent School District,560,65,1
TX,48,40410,Skidmore-Tynan Independent School District,"2,674",493,105
TX,48,40440,Slaton Independent School District,"7,686","1,442",331
TX,48,40470,Slidell Independent School District,"2,500",397,72
TX,48,40500,Slocum Independent School District,"2,235",369,128
TX,48,40550,Smithville Independent School District,"14,260","2,406",320
TX,48,40590,Smyer Independent School District,"1,643",306,50
TX,48,40620,Snook Independent School District,"3,571",634,141
TX,48,40650,Snyder Independent School District,"14,892","2,902",599
TX,48,40710,Socorro Independent School District,"242,240","53,853","9,964"
TX,48,40740,Somerset Independent School District,"18,009","3,857",959
TX,48,40770,Somerville Independent School District,"4,785",696,194
TX,48,40800,Sonora Independent School District,"3,221",588,107
TX,48,40680,South San Antonio Independent School District,"47,988","9,845","2,793"
TX,48,40890,Southland Independent School District,206,39,6
TX,48,40920,Southside Independent School District,"32,283","7,010","1,738"
TX,48,40950,Southwest Independent School District,"69,522","15,316","3,324"
TX,48,41010,Spearman Independent School District,"3,508",749,106
TX,48,41070,Splendora Independent School District,"19,603","4,208",726
TX,48,41100,Spring Branch Independent School District,"187,394","36,091","5,647"
TX,48,41130,Spring Creek Independent School District,129,27,2
TX,48,41190,Spring Hill Independent School District,"9,457","2,268",342
TX,48,41220,Spring Independent School District,"205,217","41,685","10,768"
TX,48,41250,Springlake-Earth Independent School District,"1,558",343,56
TX,48,41280,Springtown Independent School District,"26,713","4,747",553
TX,48,00002,Spur Independent School District,"1,432",182,52
TX,48,41340,Spurger Independent School District,"1,814",294,86
TX,48,41350,Stafford Municipal School District,"19,785","3,162",533
TX,48,41400,Stamford Independent School District,"3,292",571,186
TX,48,41430,Stanton Independent School District,"4,367","1,050",160
TX,48,41520,Stephenville Independent School District,"29,924","4,170",600
TX,48,41550,Sterling City Independent School District,"1,397",281,43
TX,48,41610,Stockdale Independent School District,"5,191",898,114
TX,48,41670,Stratford Independent School District,"2,291",459,69
TX,48,41700,Strawn Independent School District,670,101,17
TX,48,41760,Sudan Independent School District,"1,411",350,65
TX,48,41790,Sulphur Bluff Independent School District,"1,252",224,27
TX,48,41820,Sulphur Springs Independent School District,"25,255","4,384",817
TX,48,41850,Sundown Independent School District,"1,412",357,37
TX,48,41880,Sunnyvale Independent School District,"7,752","1,740",95
TX,48,41910,Sunray Collegiate Independent School District,"1,856",427,204
TX,48,41970,Sweeny Independent School District,"10,913","2,041",296
TX,48,42000,Sweet Home Independent School District,910,145,3
TX,48,42030,Sweetwater Independent School District,"12,036","2,211",628
TX,48,42060,Taft Independent School District,"4,841",869,328
TX,48,42090,Tahoka Independent School District,"2,778",581,142
TX,48,42210,Tarkington Independent School District,"11,582","2,645",455
TX,48,42240,Tatum Independent School District,"5,541","1,022",140
TX,48,42280,Taylor Independent School District,"20,036","3,261",449
TX,48,42300,Teague Independent School District,"7,372","1,148",223
TX,48,42330,Temple Independent School District,"61,480","10,067","1,916"
TX,48,42360,Tenaha Independent School District,"2,265",470,105
TX,48,42390,Terlingua Common School District,761,84,28
TX,48,42420,Terrell County Independent School District,687,105,20
TX,48,42450,Terrell Independent School District,"35,961","6,387","1,119"
TX,48,42480,Texarkana Independent School District,"32,456","6,049","1,526"
TX,48,42510,Texas City Independent School District,"59,691","10,161","2,575"
TX,48,42540,Texhoma Independent School District,382,66,18
TX,48,42570,Texline Independent School District,925,221,47
TX,48,42630,Thorndale Independent School District,"3,398",579,56
TX,48,42660,Thrall Independent School District,"4,204",655,56
TX,48,42690,Three Rivers Independent School District,"4,244",523,124
TX,48,42720,Three Way Independent School District,544,84,22
TX,48,42780,Throckmorton Collegiate Independent School District,"1,109",183,38
TX,48,42810,Tidehaven Independent School District,"3,750",708,108
