State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
NH,33,02730,Dummer School District,307,35,3
NH,33,02760,Dunbarton School District,"3,069",510,13
NH,33,02790,East Kingston School District,"2,491",181,6
NH,33,02850,Eaton School District,424,29,2
NH,33,02870,Ellsworth School District,95,12,1
NH,33,02880,Epping School District,"7,273",966,58
NH,33,02910,Epsom School District,"4,938",678,32
NH,33,02940,Errol School District,299,15,1
NH,33,00017,Exeter Regional Cooperative School District,"35,228","2,950",104
NH,33,02970,Exeter School District,"16,382",964,52
NH,33,02990,Fall Mountain Regional School District,"12,030","1,557",156
NH,33,03000,Farmington School District,"6,843",915,147
NH,33,03090,Franklin School District,"8,928","1,214",202
NH,33,03120,Freedom School District,"1,768",143,11
NH,33,03150,Fremont School District,"4,837",647,24
NH,33,03180,Gilford School District,"7,858","1,082",65
NH,33,03210,Gilmanton School District,"4,027",567,31
NH,33,03240,Goffstown School District,"18,771","2,586",134
NH,33,00035,Gorham Randolph Shelburne Cooperative School District,"3,390",426,46
NH,33,03304,Goshen School District,813,100,11
NH,33,03330,Governor Wentworth Regional School District,"19,176","2,290",208
NH,33,03360,Grantham School District,"3,476",455,12
NH,33,03420,Greenland School District,"4,151",598,15
NH,33,03279,Hale's Location School District,138,2,1
NH,33,03480,Hampstead School District,"9,185","1,340",54
NH,33,03540,Hampton Falls School District,"2,453",237,11
NH,33,03510,Hampton School District,"16,550","1,087",63
NH,33,03600,Hanover School District,"12,134",532,13
NH,33,03630,Harrisville School District,"1,000",119,6
NH,33,03640,Hart's Location School District,71,7,1
NH,33,03660,Haverhill Cooperative School District,"4,687",631,88
NH,33,03690,Henniker School District,"6,318",423,24
NH,33,03720,Hill School District,"1,039",138,13
NH,33,03750,Hillsboro-Deering Cooperative School District,"7,925","1,092",76
NH,33,03780,Hinsdale School District,"4,012",583,53
NH,33,03810,Holderness School District,"2,049",156,12
NH,33,03840,Hollis School District,"8,429",681,18
NH,33,03850,Hollis-Brookline Cooperative School District,"14,127","1,429",26
NH,33,03870,Hooksett School District,"15,190","2,140",115
NH,33,03900,Hopkinton School District,"6,041","1,080",30
NH,33,03930,Hudson School District,"25,659","3,650",162
NH,33,03960,Inter-Lakes School District,"9,396","1,081",85
NH,33,03990,Jackson School District,"1,076",92,6
NH,33,04030,Jaffrey-Rindge Cooperative School District,"11,988","1,704",97
NH,33,00003,John Stark Regional School District,"15,505",751,29
NH,33,04040,Kearsarge Regional School District,"16,153","2,036",86
NH,33,04050,Keene School District,"23,422","2,923",350
NH,33,04080,Kensington School District,"2,138",151,8
NH,33,04140,Laconia School District,"17,221","2,178",311
NH,33,04150,Lafayette Regional School District,"2,067",117,8
NH,33,04170,Landaff School District,456,51,7
NH,33,04230,Lebanon School District,"14,600","1,505",96
NH,33,03303,Lempster School District,"1,141",153,15
NH,33,04260,Lincoln-Woodstock School District,"3,133",355,30
NH,33,04290,Lisbon Regional School District,"2,255",314,33
NH,33,04350,Litchfield School District,"8,567","1,400",50
NH,33,04380,Littleton School District,"6,139",743,94
NH,33,04410,Londonderry School District,"26,361","4,387",192
NH,33,04500,Lyme School District,"1,784",321,5
NH,33,04560,Madison School District,"2,685",322,45
NH,33,04590,Manchester School District,"116,852","14,501","2,042"
NH,33,04620,Marlborough School District,"2,130",313,30
NH,33,04650,Marlow School District,761,111,15
NH,33,04670,Mascenic Regional School District,"7,253","1,214",70
NH,33,04680,Mascoma Valley Regional School District,"10,488","1,185",109
NH,33,03276,Mason School District,"1,463",214,17
NH,33,04740,Merrimack School District,"26,910","4,155",122
NH,33,04760,Merrimack Valley School District,"18,678","2,550",211
NH,33,04770,Middleton School District,"1,856",272,24
NH,33,04800,Milan School District,"1,363",184,26
NH,33,04830,Milford School District,"16,299","2,402",132
NH,33,00616,Milton School District,"4,563",595,52
NH,33,04890,Monadnock Regional School District,"14,147","1,890",176
NH,33,04920,Monroe School District,883,147,9
NH,33,04950,Mont Vernon School District,"2,611",324,12
NH,33,04960,Moultonborough School District,"5,148",533,49
NH,33,04980,Nashua School District,"92,276","12,165","1,189"
NH,33,05010,Nelson School District,639,84,9
NH,33,05040,New Boston School District,"6,172","1,099",36
NH,33,05070,New Castle School District,"1,021",81,0
NH,33,05190,Newfields School District,"1,806",136,8
NH,33,05220,Newfound Area School District,"11,248","1,307",154
NH,33,05250,Newington School District,828,96,6
NH,33,05280,Newmarket School District,"9,626",998,64
NH,33,05310,Newport School District,"6,432",858,124
NH,33,05370,North Hampton School District,"4,632",393,9
NH,33,05400,Northumberland School District,"2,133",291,38
NH,33,05430,Northwood School District,"4,737",640,46
NH,33,05460,Nottingham School District,"5,337",759,23
NH,33,05520,Oyster River Cooperative School District,"22,322","2,314",65
NH,33,05550,Pelham School District,"14,370","2,222",55
NH,33,05580,Pembroke School District,"7,361","1,115",83
NH,33,99965,Pemi-Baker Regional School District,"19,441",732,56
NH,33,05670,Piermont School District,786,117,13
NH,33,05700,Pittsburg School District,803,54,11
NH,33,05730,Pittsfield School District,"4,162",587,77
NH,33,05760,Plainfield School District,"2,511",349,9
NH,33,05790,Plymouth School District,"6,831",430,52
NH,33,05820,Portsmouth School District,"22,411","2,282",171
NH,33,05830,Profile School District,"4,606",269,25
NH,33,00049,Prospect Mountain High School Joint Maintenance Agreement District,"11,033",497,23
NH,33,05880,Raymond School District,"10,905","1,317",96
NH,33,33009,Rivendell Interstate School District,"1,265",154,15
NH,33,05940,Rochester School District,"33,076","4,383",565
NH,33,05970,Rollinsford School District,"2,644",366,18
NH,33,06000,Rumney School District,"1,531",115,19
NH,33,06030,Rye School District,"5,658",628,38
NH,33,06060,Salem School District,"30,713","3,882",201
NH,33,06080,Sanborn Regional School District,"11,251","1,456",61
NH,33,06150,Seabrook School District,"8,575",548,88
NH,33,06180,Shaker Regional School District,"9,906","1,378",107
NH,33,06240,Somersworth School District,"12,068","1,623",184
NH,33,06260,Souhegan Cooperative School District,"14,486",904,16
NH,33,06270,South Hampton School District,913,124,0
NH,33,06330,Stark School District,480,55,13
NH,33,06360,Stewartstown School District,816,83,14
NH,33,06390,Stoddard School District,"1,396",191,11
NH,33,06420,Strafford School District,"4,306",739,28
NH,33,06450,Stratford School District,664,72,18
NH,33,06480,Stratham School District,"7,828",550,14
NH,33,03293,Sullivan School District,669,68,5
NH,33,06540,Sunapee School District,"3,412",431,18
NH,33,03275,Surry School District,833,116,2
NH,33,06600,Tamworth School District,"2,943",326,41
NH,33,06660,Thornton School District,"2,768",235,14
NH,33,06720,Timberlane Regional School District,"26,409","3,698",157
NH,33,06750,Unity School District,"1,550",165,13
NH,33,06780,Wakefield School District,"5,444",685,70
NH,33,06870,Warren School District,844,109,14
NH,33,06900,Washington School District,"1,217",164,13
NH,33,06910,Waterville Valley School District,519,60,2
NH,33,06930,Weare School District,"9,187",974,55
NH,33,06990,Wentworth School District,864,56,10
NH,33,07020,Westmoreland School District,"1,734",206,15
NH,33,07050,White Mountain Regional School District,"8,532","1,111",146
NH,33,07115,Wilton-Lyndeborough School District,"5,656",792,37
NH,33,07140,Winchester School District,"4,218",569,96
NH,33,07170,Windham School District,"16,145","2,984",69
NH,33,07200,Windsor School District,265,46,2
NH,33,07230,Winnacunnet Cooperative School District,"32,210","1,180",64
NH,33,07300,Winnisquam Regional School District,"12,109","1,725",164
NJ,34,00660,Absecon City School District,"9,160","1,276",151
NJ,34,00690,Alexandria Township School District,"4,855",487,16
NJ,34,00720,Allamuchy Township School District,"5,414",674,28
NJ,34,00750,Allendale Borough School District,"6,862",877,16
NJ,34,00780,Allenhurst Borough School District,471,54,7
NJ,34,00810,Alloway Township School District,"3,308",555,24
NJ,34,00840,Alpha Borough School District,"2,362",318,31
NJ,34,00870,Alpine Borough School District,"1,766",294,18
NJ,34,00900,Andover Regional School District,"6,678",858,46
NJ,34,00930,Asbury Park City School District,"15,169","1,969",508
NJ,34,00960,Atlantic City School District,"38,592","6,271","2,054"
NJ,34,01020,Atlantic Highlands Borough School District,"4,409",287,13
NJ,34,01050,Audubon Borough School District,"9,767","1,353",79
NJ,34,01110,Avalon Borough School District,"1,234",63,5
NJ,34,01140,Avon-by-the-Sea Borough School District,"1,930",203,11
NJ,34,16470,Barnegat Township School District,"25,134","3,715",385
NJ,34,01170,Barrington Borough School District,"7,125",981,80
NJ,34,01200,Bass River Township School District,"1,376",90,12
NJ,34,01230,Bay Head Borough School District,962,116,2
NJ,34,01260,Bayonne City School District,"69,769","11,503","2,598"
NJ,34,01290,Beach Haven Borough School District,"1,062",39,4
NJ,34,01320,Bedminster Township School District,"8,355",866,34
NJ,34,01350,Belleville Town School District,"37,664","5,415",832
NJ,34,01380,Bellmawr Borough School District,"11,790","1,097",157
NJ,34,01410,Belmar Borough School District,"5,899",563,56
NJ,34,01440,Belvidere Town School District,"2,557",410,36
NJ,34,01500,Bergenfield Borough School District,"28,380","4,613",328
NJ,34,01530,Berkeley Heights Township School District,"13,225","2,544",32
NJ,34,01560,Berkeley Township School District,"45,262","2,445",217
NJ,34,01590,Berlin Borough School District,"7,542",860,58
NJ,34,01620,Berlin Township School District,"5,909",806,143
NJ,34,01650,Bernards Township School District,"28,111","5,442",101
NJ,34,01710,Bethlehem Township School District,"3,781",404,11
NJ,34,01740,Beverly City School District,"2,538",414,67
NJ,34,01770,Black Horse Pike Regional School District,"86,675","4,628",527
NJ,34,01800,Blairstown Township School District,"7,410",510,25
NJ,34,01830,Bloomfield Township School District,"52,330","7,293",832
NJ,34,01860,Bloomingdale Borough School District,"7,618",985,74
NJ,34,01890,Bloomsbury Borough School District,799,94,7
NJ,34,01920,Bogota Borough School District,"8,796","1,356",139
NJ,34,01950,Boonton Town School District,"8,904","1,194",139
NJ,34,01980,Boonton Township School District,"4,427",759,11
NJ,34,02030,Bordentown Regional School District,"16,568","2,316",108
NJ,34,02100,Bound Brook Borough School District,"12,109","1,846",295
NJ,34,02130,Bradley Beach Borough School District,"4,277",364,33
NJ,34,02160,Branchburg Township School District,"15,091","2,309",52
NJ,34,02220,Brick Township School District,"76,158","10,467",808
NJ,34,02250,Bridgeton City School District,"26,940","5,449","1,380"
NJ,34,02280,Bridgewater-Raritan Regional School District,"54,354","9,054",317
NJ,34,02310,Brielle Borough School District,"4,976",840,25
NJ,34,02340,Brigantine City School District,"7,735",692,79
NJ,34,02370,Brooklawn Borough School District,"1,828",287,50
NJ,34,02400,Buena Regional School District,"11,563","1,787",221
NJ,34,02430,Burlington City School District,"9,897","1,468",260
NJ,34,02460,Burlington Township School District,"24,362","3,946",259
NJ,34,02520,Butler Borough School District,"8,128","1,076",81
NJ,34,02550,Byram Township School District,"8,134",861,29
NJ,34,02580,Caldwell-West Caldwell School District,"19,746","3,071",116
NJ,34,02610,Califon Borough School District,"1,015",109,5
NJ,34,02640,Camden City School District,"72,300","14,990","5,719"
NJ,34,02700,Cape May City School District,"2,749",138,11
NJ,34,02760,Cape May Point Borough School District,303,12,0
NJ,34,02790,Carlstadt Borough School District,"6,385",594,56
NJ,34,02800,Carlstadt-East Rutherford School District,"16,428",654,53
NJ,34,02820,Carteret Borough School District,"25,340","4,382",757
NJ,34,02850,Cedar Grove Township School District,"12,790","1,889",66
NJ,34,02910,Central Regional School District,"52,977","2,469",210
NJ,34,03000,Cherry Hill Township School District,"75,081","12,644",898
NJ,34,03030,Chesilhurst Borough School District,"1,547",208,50
NJ,34,03060,Chester Township School District,"9,489","1,220",33
NJ,34,03090,Chesterfield Township School District,"9,571",734,13
NJ,34,03120,Cinnaminson Township School District,"17,334","2,949",143
NJ,34,03150,Clark Township School District,"15,473","2,423",59
NJ,34,03180,Clayton Borough School District,"8,985","1,552",241
NJ,34,03210,Clearview Regional School District,"29,461","2,686",145
NJ,34,03240,Clementon Borough School District,"5,376",820,204
NJ,34,03270,Cliffside Park Borough School District,"25,747","2,990",532
NJ,34,03300,Clifton City School District,"88,482","13,749","1,944"
NJ,34,03330,Clinton Town-Glen Gardner School District,"4,498",454,23
NJ,34,03360,Clinton Township School District,"13,634","1,299",31
NJ,34,03390,Closter Borough School District,"8,612","1,152",53
NJ,34,03420,Collingswood Borough School District,"14,286","1,886",180
NJ,34,03450,Colts Neck Township School District,"10,021","1,269",55
NJ,34,03480,Commercial Township School District,"4,614",859,201
NJ,34,03510,Corbin City School District,472,59,4
NJ,34,03540,Cranbury Township School District,"3,844",816,14
NJ,34,03570,Cranford Township School District,"23,738","4,235",77
NJ,34,03600,Cresskill Borough School District,"9,174","1,994",84
NJ,34,03620,Cumberland Regional School District,"22,970","1,272",158
NJ,34,03630,Deal Borough School District,899,141,15
NJ,34,03660,Deerfield Township School District,"3,099",412,61
NJ,34,03690,Delanco Township School District,"4,900",670,62
NJ,34,03720,Delaware Township School District,"4,604",393,17
NJ,34,03750,Delaware Valley Regional School District,"16,547",836,31
NJ,34,03780,Delran Township School District,"18,165","3,020",214
NJ,34,15450,Delsea Regional High School School District,"21,226","1,711",124
NJ,34,03810,Demarest Borough School District,"4,991",682,22
NJ,34,03840,Dennis Township School District,"6,242",949,77
NJ,34,03870,Denville Township School District,"17,280","1,846",53
NJ,34,03900,Deptford Township School District,"32,625","4,578",470
NJ,34,03930,Dover Town School District,"20,244","2,899",580
NJ,34,03960,Downe Township School District,"1,382",214,27
NJ,34,03990,Dumont Borough School District,"17,900","2,826",151
NJ,34,04020,Dunellen Borough School District,"7,641","1,400",144
NJ,34,04050,Eagleswood Township School District,"1,781",132,15
NJ,34,04080,East Amwell Township School District,"3,955",353,24
NJ,34,04110,East Brunswick Township School District,"49,742","9,221",485
NJ,34,04140,East Greenwich Township School District,"11,943","1,392",47
NJ,34,04170,East Hanover Township School District,"11,217","1,059",34
NJ,34,04200,East Newark Borough School District,"2,525",376,115
NJ,34,04230,East Orange City School District,"68,596","11,575","2,641"
NJ,34,04290,East Rutherford Borough School District,"10,043",850,84
NJ,34,04320,East Windsor Regional School District,"35,419","5,609",385
NJ,34,04350,Eastampton Township School District,"6,289",622,44
NJ,34,04380,Eastern Camden County Regional School District,"41,036","2,250",134
NJ,34,04410,Eatontown Borough School District,"13,580","1,144",135
NJ,34,04440,Edgewater Borough School District,"14,366","1,444",99
NJ,34,04470,Edgewater Park Township School District,"9,071","1,260",188
NJ,34,04500,Edison Township School District,"107,639","18,380","1,115"
NJ,34,04530,Egg Harbor City School District,"4,407",484,116
NJ,34,04560,Egg Harbor Township School District,"47,960","8,309",939
NJ,34,04590,Elizabeth City School District,"136,673","24,309","4,660"
NJ,34,04620,Elk Township School District,"4,514",381,37
NJ,34,04660,Elmwood Park Borough School District,"21,467","3,023",324
NJ,34,04680,Elsinboro Township School District,"1,009",125,11
NJ,34,04710,Emerson Borough School District,"7,305","1,188",35
NJ,34,04740,Englewood City School District,"29,369","4,279",541
NJ,34,04770,Englewood Cliffs Borough School District,"5,353",864,41
NJ,34,04830,Essex Fells Borough School District,"2,211",233,8
NJ,34,04860,Estell Manor City School District,"1,672",274,20
NJ,34,04890,Evesham Township School District,"47,567","4,873",198
NJ,34,04920,Ewing Township School District,"36,719","4,242",418
NJ,34,04950,Fair Haven Borough School District,"6,261","1,046",12
NJ,34,04980,Fair Lawn Borough School District,"35,000","6,020",243
NJ,34,05010,Fairfield Township School District,"7,757",698,41
NJ,34,05040,Fairfield Township School District,"5,480",479,88
NJ,34,05070,Fairview Borough School District,"15,057","2,237",568
NJ,34,05130,Farmingdale Borough School District,"1,502",146,8
NJ,34,05190,Flemington-Raritan Regional School District,"28,594","3,192",145
NJ,34,05220,Florence Township School District,"13,015","1,857",175
NJ,34,05250,Florham Park Borough School District,"12,712","1,162",30
NJ,34,05280,Folsom Borough School District,"1,816",278,29
NJ,34,05310,Fort Lee Borough School District,"40,275","4,773",377
NJ,34,05340,Frankford Township School District,"6,174",523,23
NJ,34,05400,Franklin Borough School District,"4,977",460,62
NJ,34,05370,Franklin Lakes Borough School District,"11,102","1,364",51
NJ,34,05430,Franklin Township School District,"16,712","1,260",98
NJ,34,05460,Franklin Township School District,"3,298",311,13
NJ,34,05490,Franklin Township School District,"69,053","8,784",773
NJ,34,05520,Franklin Township School District,"3,012",212,12
NJ,34,05550,Fredon Township School District,"3,278",250,9
NJ,34,05580,Freehold Borough School District,"12,522","1,397",264
NJ,34,05610,Freehold Regional School District,"197,407","11,554",554
NJ,34,05640,Freehold Township School District,"35,324","3,771",177
NJ,34,05670,Frelinghuysen Township School District,"2,231",178,10
NJ,34,05700,Frenchtown Borough School District,"1,383",124,10
NJ,34,05730,Galloway Township School District,"37,906","3,458",461
NJ,34,05760,Garfield City School District,"32,723","5,218",851
NJ,34,05790,Garwood Borough School District,"4,434",586,25
NJ,34,05820,Gateway Regional School District,"12,928",992,102
NJ,34,05850,Gibbsboro Borough School District,"2,205",234,19
NJ,34,05880,Glassboro Borough School District,"23,618","2,176",361
NJ,34,05940,Glen Ridge Borough School District,"7,688","1,838",35
NJ,34,05970,Glen Rock Borough School District,"12,158","2,740",43
NJ,34,06000,Gloucester City School District,"11,565","2,199",530
NJ,34,06030,Gloucester Township School District,"66,502","7,108",979
NJ,34,00008,Great Meadows Regional School District,"8,259","1,099",54
NJ,34,06060,Greater Egg Harbor Regional School District,"75,695","4,068",475
NJ,34,06120,Green Brook Township School District,"7,354","1,227",49
NJ,34,06090,Green Township School District,"3,675",636,20
NJ,34,06150,Greenwich Township School District,762,82,10
NJ,34,06180,Greenwich Township School District,"5,017",724,60
NJ,34,06210,Greenwich Township School District,"5,554","1,024",63
NJ,34,06240,Guttenberg Town School District,"11,696","1,654",542
NJ,34,06270,Hackensack City School District,"46,127","5,252",739
NJ,34,06300,Hackettstown Town School District,"10,400","1,481",172
NJ,34,06330,Haddon Heights Borough School District,"7,548","1,204",27
NJ,34,06360,Haddon Township School District,"15,516","2,353",150
NJ,34,06390,Haddonfield Borough School District,"12,648","2,930",55
NJ,34,06420,Hainesport Township School District,"6,131",647,34
NJ,34,06450,Haledon Borough School District,"8,867","1,051",212
NJ,34,06480,Hamburg Borough School District,"3,309",250,16
NJ,34,06510,Hamilton Township School District,"27,552","2,975",389
NJ,34,06540,Hamilton Township School District,"90,946","13,737","1,373"
NJ,34,06570,Hammonton Town School District,"14,747","2,402",221
NJ,34,06600,Hampton Borough School District,"1,452",131,13
NJ,34,06630,Hampton Township School District,"4,958",336,18
NJ,34,06660,Hanover Park Regional School District,"38,754","1,646",37
NJ,34,06690,Hanover Township School District,"14,825","1,447",34
NJ,34,06720,Harding Township School District,"3,910",639,21
NJ,34,06780,Hardyston Township School District,"8,232",671,41
NJ,34,06810,Harmony Township School District,"2,540",358,23
NJ,34,06840,Harrington Park Borough School District,"4,751",646,18
NJ,34,06870,Harrison Town School District,"18,930","2,323",567
NJ,34,06900,Harrison Township School District,"13,918","1,509",89
NJ,34,06930,Hasbrouck Heights Borough School District,"12,212","1,838",84
NJ,34,06960,Haworth Borough School District,"3,350",440,11
NJ,34,06990,Hawthorne Borough School District,"19,235","2,859",264
NJ,34,13680,Hazlet Township School District,"20,099","3,004",131
NJ,34,07050,Henry Hudson Regional School District,"9,024",451,25
NJ,34,07080,Hi-Nella Borough School District,934,137,21
NJ,34,07110,High Bridge Borough School District,"3,580",361,27
NJ,34,07140,High Point Regional School District,"21,568","1,033",53
NJ,34,07170,Highland Park Borough School District,"15,080","2,292",184
NJ,34,07200,Highlands Borough School District,"4,615",172,15
NJ,34,07230,Hillsborough Township School District,"44,165","7,795",228
NJ,34,07260,Hillsdale Borough School District,"10,164","1,258",39
NJ,34,07290,Hillside Township School District,"22,354","3,598",423
NJ,34,07320,Ho-Ho-Kus Borough School District,"4,267",913,9
NJ,34,07350,Hoboken City School District,"58,803","4,176",300
NJ,34,07380,Holland Township School District,"5,227",487,15
NJ,34,07410,Holmdel Township School District,"17,378","3,310",107
NJ,34,07440,Hopatcong Borough School District,"14,552","1,804",99
NJ,34,07470,Hope Township School District,"1,862",244,12
NJ,34,07500,Hopewell Township School District,"4,778",477,47
NJ,34,07530,Hopewell Valley Regional School District,"21,886","4,144",87
NJ,34,07560,Howell Township School District,"53,392","5,953",399
NJ,34,07590,Hunterdon Central Regional School District,"53,435","2,698",98
NJ,34,07650,Interlaken Borough School District,827,93,3
NJ,34,07680,Irvington Township School District,"60,283","10,464","2,611"
NJ,34,07710,Island Heights Borough School District,"1,707",129,3
NJ,34,07740,Jackson Township School District,"60,562","11,852","1,340"
NJ,34,07770,Jamesburg Borough School District,"5,786",883,98
NJ,34,07800,Jefferson Township School District,"20,745","2,963",140
NJ,34,07830,Jersey City School District,"284,629","37,637","9,934"
NJ,34,34001,Joint Base McGuire-Dix-Lakehurst,"11,225","1,536",78
NJ,34,07860,Keansburg Borough School District,"9,743","1,568",345
NJ,34,07890,Kearny Town School District,"40,876","6,233","1,295"
NJ,34,07920,Kenilworth Borough School District,"8,389","1,408",97
NJ,34,07950,Keyport Borough School District,"7,195",876,117
NJ,34,07980,Kingsway Regional School District,"31,005","2,505",104
NJ,34,08010,Kingwood Township School District,"3,838",348,21
NJ,34,08040,Kinnelon Borough School District,"10,067","1,858",54
NJ,34,08060,Kittatinny Regional School District,"14,303","1,022",41
NJ,34,08070,Knowlton Township School District,"2,936",185,18
NJ,34,08100,Lacey Township School District,"29,643","4,604",324
NJ,34,08130,Lafayette Township School District,"2,389",225,13
NJ,34,15150,Lake Como Borough School District,"1,695",192,16
NJ,34,08160,Lakehurst Borough School District,"2,727",479,71
NJ,34,08190,Lakeland Regional School District,"22,580","1,090",49
NJ,34,08220,Lakewood Township School District,"139,817","41,256","9,840"
NJ,34,08280,Laurel Springs Borough School District,"1,992",299,27
NJ,34,08310,Lavallette Borough School District,"1,849",134,7
NJ,34,08340,Lawnside Borough School District,"2,976",475,98
NJ,34,08370,Lawrence Township School District,"3,051",575,59
NJ,34,08400,Lawrence Township School District,"32,593","4,501",270
NJ,34,08430,Lebanon Borough School District,"1,681",123,9
NJ,34,08460,Lebanon Township School District,"6,254",598,17
NJ,34,08490,Lenape Regional School District,"147,616","7,654",270
NJ,34,08500,Lenape Valley Regional School District,"15,116",737,32
NJ,34,08520,Leonia Borough School District,"9,324","1,612",117
NJ,34,08580,Lincoln Park Borough School District,"11,025","1,354",91
NJ,34,08610,Linden City School District,"43,539","6,988","1,004"
NJ,34,08640,Lindenwold Borough School District,"21,794","3,354",931
NJ,34,08670,Linwood City School District,"6,988",827,37
NJ,34,08700,Little Egg Harbor Township School District,"21,501","1,447",153
NJ,34,08730,Little Falls Township School District,"13,087","1,010",80
NJ,34,08760,Little Ferry Borough School District,"11,010","1,374",167
NJ,34,08790,Little Silver Borough School District,"6,123",836,12
NJ,34,08820,Livingston Township School District,"30,873","6,366",163
NJ,34,00790,Loch Arbour School District,224,28,2
NJ,34,08850,Lodi Borough School District,"26,261","3,706",510
NJ,34,08880,Logan Township School District,"6,122","1,147",64
NJ,34,08910,Long Beach Island School District,"6,750",226,12
NJ,34,08940,Long Branch City School District,"31,627","4,608",987
NJ,34,12660,Long Hill Township School District,"8,716",977,28
NJ,34,08671,Longport Borough School District,895,86,4
NJ,34,09000,Lopatcong Township School District,"8,906","1,211",77
NJ,34,09030,Lower Alloways Creek Township School District,"1,730",261,24
NJ,34,09090,Lower Cape May Regional School District,"25,658","1,524",206
NJ,34,09150,Lower Township School District,"21,906","1,327",213
NJ,34,09180,Lumberton Township School District,"13,006","1,412",74
NJ,34,09210,Lyndhurst Township School District,"22,566","2,945",246
NJ,34,09240,Madison Borough School District,"17,108","2,860",94
NJ,34,09300,Magnolia Borough School District,"4,383",439,58
NJ,34,09330,Mahwah Township School District,"25,540","3,246",118
NJ,34,09360,Mainland Regional School District,"25,938","1,461",122
NJ,34,09390,Manalapan-Englishtown Regional School District,"43,196","4,790",189
NJ,34,09420,Manasquan Borough School District,"5,930",850,25
NJ,34,09450,Manchester Township School District,"46,670","3,243",351
NJ,34,09480,Mannington Township School District,"1,486",203,19
NJ,34,09510,Mansfield Township School District,"9,038",637,19
NJ,34,09540,Mansfield Township School District,"7,896",587,56
NJ,34,09600,Mantua Township School District,"15,544","1,253",78
NJ,34,09630,Manville Borough School District,"11,063","1,522",164
NJ,34,09660,Maple Shade Township School District,"20,296","2,585",316
NJ,34,09690,Margate City School District,"5,330",484,29
NJ,34,09720,Marlboro Township School District,"41,449","5,271",198
NJ,34,09750,Matawan-Aberdeen Regional School District,"28,857","3,991",261
NJ,34,09780,Maurice River Township School District,"6,144",493,47
NJ,34,09810,Maywood Borough School District,"10,101","1,422",80
NJ,34,09840,Medford Lakes Borough School District,"4,331",541,10
NJ,34,09870,Medford Township School District,"24,885","2,952",80
NJ,34,09900,Mendham Borough School District,"5,031",573,8
NJ,34,09930,Mendham Township School District,"6,077",851,12
NJ,34,09960,Merchantville Borough School District,"3,847",592,70
NJ,34,09990,Metuchen Borough School District,"15,063","2,631",69
NJ,34,10020,Middle Township School District,"20,240","2,922",420
NJ,34,10050,Middlesex Borough School District,"14,644","2,455",159
NJ,34,10110,Middletown Township School District,"67,021","10,956",369
NJ,34,10140,Midland Park Borough School District,"7,029","1,097",36
NJ,34,10170,Milford Borough School District,"1,244",101,8
NJ,34,10200,Millburn Township School District,"21,393","5,230",117
NJ,34,10230,Millstone Township School District,"10,363","1,902",71
NJ,34,10290,Milltown Borough School District,"7,041","1,204",57
NJ,34,10320,Millville City School District,"27,165","5,267","1,124"
NJ,34,10350,Mine Hill Township School District,"4,056",532,48
NJ,34,10380,Monmouth Beach Borough School District,"3,170",257,12
NJ,34,10440,Monmouth Regional School District,"33,811","1,358",89
NJ,34,10470,Monroe Township School District,"37,869","6,329",656
NJ,34,10500,Monroe Township School District,"48,620","6,792",180
NJ,34,10530,Montague Township School District,"3,842",503,47
NJ,34,10560,Montclair Town School District,"40,323","7,408",378
NJ,34,10590,Montgomery Township School District,"24,679","5,239",152
NJ,34,10620,Montvale Borough School District,"8,454","1,038",27
NJ,34,10650,Montville Township School District,"22,676","3,863",140
NJ,34,10680,Moonachie Borough School District,"3,140",500,67
NJ,34,10710,Moorestown Township School District,"21,693","4,209",143
NJ,34,10740,Morris Hills Regional School District,"56,852","2,826",131
NJ,34,10770,Morris Plains Borough School District,"6,215",929,28
NJ,34,10810,Morris Township School District,"43,589","5,637",589
NJ,34,10860,Mount Arlington Borough School District,"5,969",622,41
NJ,34,10890,Mount Ephraim Borough School District,"4,684",647,65
NJ,34,10920,Mount Holly Township School District,"10,139","1,044",146
NJ,34,10950,Mount Laurel Township School District,"45,339","4,347",227
NJ,34,10980,Mount Olive Township School District,"29,177","4,753",230
NJ,34,11010,Mountain Lakes Borough School District,"4,517","1,123",18
NJ,34,11040,Mountainside Borough School District,"6,988","1,214",27
NJ,34,11070,Mullica Township School District,"5,830",579,69
NJ,34,11100,National Park Borough School District,"3,087",240,30
NJ,34,11130,Neptune City School District,"4,620",486,67
NJ,34,11160,Neptune Township School District,"28,025","3,640",469
NJ,34,11190,Netcong Borough School District,"3,409",292,27
NJ,34,11220,New Brunswick City School District,"55,295","8,383","1,741"
NJ,34,11250,New Hanover Township School District,"1,526",259,28
NJ,34,11280,New Milford Borough School District,"16,958","2,507",136
NJ,34,11310,New Providence Borough School District,"13,588","2,568",38
NJ,34,11340,Newark City School District,"307,000","54,200","16,246"
NJ,34,11370,Newfield Elementary School District,"1,810",314,32
NJ,34,11400,Newton Town School District,"8,485","1,160",175
NJ,34,11430,North Arlington Borough School District,"16,492","2,139",171
NJ,34,11460,North Bergen Township School District,"61,667","8,529","2,301"
NJ,34,11490,North Brunswick Township School District,"43,928","6,590",649
NJ,34,11520,North Caldwell Borough School District,"6,596",700,16
NJ,34,11550,North Haledon Borough School District,"8,744",755,54
